starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 23 21:05:20 2017	1500836720	4	5	9	4
Sun Jul 23 21:05:20 2017	1500836720	4	5	9	5
Sun Jul 23 21:05:20 2017	1500836720	1	8	9	7
Sun Jul 23 21:05:20 2017	1500836720	3	8	11	8
Sun Jul 23 21:05:20 2017	1500836720	9	3	12	2
Sun Jul 23 21:05:20 2017	1500836720	8	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	10	2	12	2
Sun Jul 23 21:05:20 2017	1500836720	10	2	12	2
Sun Jul 23 21:05:20 2017	1500836720	10	2	12	2
Sun Jul 23 21:05:20 2017	1500836720	9	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	10	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	10	3	12	2
Sun Jul 23 21:05:20 2017	1500836720	10	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	1	12	12	8
Sun Jul 23 21:05:20 2017	1500836720	9	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	9	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	10	2	12	2
Sun Jul 23 21:05:20 2017	1500836720	10	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	10	3	12	2
Sun Jul 23 21:05:20 2017	1500836720	9	3	12	3
Sun Jul 23 21:05:20 2017	1500836720	10	2	13	2
Sun Jul 23 21:05:20 2017	1500836720	10	2	13	2
Sun Jul 23 21:05:20 2017	1500836720	9	4	13	4
Sun Jul 23 21:05:20 2017	1500836720	8	4	13	4
Sun Jul 23 21:05:20 2017	1500836720	1	12	13	12
Sun Jul 23 21:05:20 2017	1500836720	9	4	13	4
Sun Jul 23 21:05:20 2017	1500836720	9	4	13	4
Sun Jul 23 21:05:20 2017	1500836720	9	4	13	4
Sun Jul 23 21:05:20 2017	1500836720	9	4	13	4
Sun Jul 23 21:05:20 2017	1500836720	9	4	13	4
Sun Jul 23 21:05:20 2017	1500836720	1	12	13	9
Sun Jul 23 21:05:20 2017	1500836720	8	5	13	5
Sun Jul 23 21:05:20 2017	1500836720	8	5	14	5
Sun Jul 23 21:05:20 2017	1500836720	8	6	14	5
Sun Jul 23 21:05:20 2017	1500836720	8	6	14	5
Sun Jul 23 21:05:20 2017	1500836720	8	6	14	6
Sun Jul 23 21:05:20 2017	1500836720	8	6	14	6
Sun Jul 23 21:05:20 2017	1500836720	8	6	14	6
Sun Jul 23 21:05:20 2017	1500836720	7	7	14	7
Sun Jul 23 21:05:20 2017	1500836720	8	6	14	6
Sun Jul 23 21:05:20 2017	1500836720	1	14	14	13
Sun Jul 23 21:05:20 2017	1500836720	8	7	15	7
Sun Jul 23 21:05:20 2017	1500836720	1	13	15	12
Sun Jul 23 21:05:20 2017	1500836720	7	8	15	8
Sun Jul 23 21:05:20 2017	1500836720	8	7	15	7
Sun Jul 23 21:05:20 2017	1500836720	8	7	15	7
Sun Jul 23 21:05:20 2017	1500836720	8	7	15	7
Sun Jul 23 21:05:20 2017	1500836720	8	7	15	7
Sun Jul 23 21:05:20 2017	1500836720	8	7	15	7
Sun Jul 23 21:05:20 2017	1500836720	1	14	15	11
Sun Jul 23 21:05:20 2017	1500836720	8	7	15	7
Sun Jul 23 21:05:20 2017	1500836720	7	8	15	8
Sun Jul 23 21:05:20 2017	1500836720	7	8	15	8
Sun Jul 23 21:05:20 2017	1500836720	7	8	15	8
Sun Jul 23 21:05:20 2017	1500836720	7	8	15	8
Sun Jul 23 21:05:20 2017	1500836720	7	8	15	8
Sun Jul 23 21:05:20 2017	1500836720	7	8	15	8
Sun Jul 23 21:05:20 2017	1500836720	6	9	15	9
Sun Jul 23 21:05:20 2017	1500836720	1	14	15	14
Sun Jul 23 21:05:20 2017	1500836720	1	14	15	11
Sun Jul 23 21:05:20 2017	1500836720	1	14	16	11
Sun Jul 23 21:05:20 2017	1500836720	7	9	16	9
Sun Jul 23 21:05:20 2017	1500836720	1	14	16	13
Sun Jul 23 21:05:20 2017	1500836720	7	9	16	9
Sun Jul 23 21:05:20 2017	1500836720	6	10	16	9
Sun Jul 23 21:05:20 2017	1500836720	6	10	16	10
Sun Jul 23 21:05:20 2017	1500836720	7	9	16	9
Sun Jul 23 21:05:20 2017	1500836720	7	9	16	9
Sun Jul 23 21:05:20 2017	1500836720	7	9	16	9
Sun Jul 23 21:05:20 2017	1500836720	7	9	16	9
Sun Jul 23 21:05:20 2017	1500836720	2	14	16	11
Sun Jul 23 21:05:20 2017	1500836720	1	15	16	15
Sun Jul 23 21:05:20 2017	1500836720	6	10	16	10
Sun Jul 23 21:05:20 2017	1500836720	1	15	16	12
Sun Jul 23 21:05:20 2017	1500836720	6	11	16	11
Sun Jul 23 21:05:20 2017	1500836720	1	15	16	14
Sun Jul 23 21:05:20 2017	1500836720	6	10	16	10
Sun Jul 23 21:05:20 2017	1500836720	6	10	16	10
Sun Jul 23 21:05:20 2017	1500836720	6	11	16	10
Sun Jul 23 21:05:20 2017	1500836720	1	15	17	15
Sun Jul 23 21:05:20 2017	1500836720	6	11	17	11
Sun Jul 23 21:05:20 2017	1500836720	6	10	17	10
Sun Jul 23 21:05:20 2017	1500836720	5	11	17	11
Sun Jul 23 21:05:20 2017	1500836720	1	15	17	14
Sun Jul 23 21:05:20 2017	1500836720	1	15	17	12
Sun Jul 23 21:05:20 2017	1500836720	6	11	17	11
Sun Jul 23 21:05:20 2017	1500836720	1	16	17	15
Sun Jul 23 21:05:20 2017	1500836720	1	16	17	15
Sun Jul 23 21:05:20 2017	1500836720	2	15	17	15
Sun Jul 23 21:05:20 2017	1500836720	6	12	17	12
Sun Jul 23 21:05:20 2017	1500836720	6	12	17	12
Sun Jul 23 21:05:20 2017	1500836720	5	12	17	12
Sun Jul 23 21:05:20 2017	1500836720	1	16	17	15
Sun Jul 23 21:05:20 2017	1500836720	5	12	17	12
Sun Jul 23 21:05:20 2017	1500836720	5	13	17	13
Sun Jul 23 21:05:20 2017	1500836720	1	16	17	13
Sun Jul 23 21:05:20 2017	1500836720	6	12	17	12
Sun Jul 23 21:05:20 2017	1500836720	5	12	17	12
Sun Jul 23 21:05:20 2017	1500836720	2	16	18	16
Sun Jul 23 21:05:20 2017	1500836720	1	16	18	16
Sun Jul 23 21:05:20 2017	1500836720	1	17	18	17
Sun Jul 23 21:05:20 2017	1500836720	5	13	18	13
Sun Jul 23 21:05:20 2017	1500836720	5	13	18	13
Sun Jul 23 21:05:20 2017	1500836720	5	13	18	13
Sun Jul 23 21:05:20 2017	1500836720	5	13	18	13
Sun Jul 23 21:05:20 2017	1500836720	5	13	18	13
Sun Jul 23 21:05:20 2017	1500836720	1	17	18	13
Sun Jul 23 21:05:20 2017	1500836720	4	14	18	14
Sun Jul 23 21:05:20 2017	1500836720	5	13	18	13
Sun Jul 23 21:05:20 2017	1500836720	1	17	18	13
Sun Jul 23 21:05:20 2017	1500836720	5	13	18	13
Sun Jul 23 21:05:20 2017	1500836720	1	17	18	15
Sun Jul 23 21:05:20 2017	1500836720	2	16	18	16
Sun Jul 23 21:05:20 2017	1500836720	1	17	18	17
Sun Jul 23 21:05:20 2017	1500836720	1	17	18	14
Sun Jul 23 21:05:20 2017	1500836720	4	14	19	14
Sun Jul 23 21:05:20 2017	1500836720	4	14	19	14
Sun Jul 23 21:05:20 2017	1500836720	1	17	19	16
Sun Jul 23 21:05:20 2017	1500836720	1	17	19	17
Sun Jul 23 21:05:20 2017	1500836720	4	14	19	14
Sun Jul 23 21:05:20 2017	1500836720	4	14	19	14
Sun Jul 23 21:05:20 2017	1500836720	5	14	19	14
Sun Jul 23 21:05:20 2017	1500836720	1	18	19	14
Sun Jul 23 21:05:20 2017	1500836720	4	15	19	15
Sun Jul 23 21:05:20 2017	1500836720	1	17	19	15
Sun Jul 23 21:05:20 2017	1500836720	1	18	19	16
Sun Jul 23 21:05:20 2017	1500836720	4	14	19	14
Sun Jul 23 21:05:20 2017	1500836720	3	16	19	15
Sun Jul 23 21:05:20 2017	1500836720	2	17	19	17
Sun Jul 23 21:05:20 2017	1500836720	4	16	19	16
Sun Jul 23 21:05:20 2017	1500836720	4	16	20	16
Sun Jul 23 21:05:20 2017	1500836720	4	16	20	16
Sun Jul 23 21:05:20 2017	1500836720	2	18	20	16
Sun Jul 23 21:05:20 2017	1500836720	4	16	20	16
Sun Jul 23 21:05:20 2017	1500836720	2	18	20	17
Sun Jul 23 21:05:20 2017	1500836720	2	18	20	18
Sun Jul 23 21:05:20 2017	1500836720	4	16	20	16
Sun Jul 23 21:05:20 2017	1500836720	1	19	20	15
Sun Jul 23 21:05:20 2017	1500836720	2	18	20	18
Sun Jul 23 21:05:20 2017	1500836720	1	18	20	17
Sun Jul 23 21:05:20 2017	1500836720	3	17	20	17
Sun Jul 23 21:05:20 2017	1500836720	1	19	20	16
Sun Jul 23 21:05:20 2017	1500836720	3	17	20	17
Sun Jul 23 21:05:20 2017	1500836720	3	17	20	17
Sun Jul 23 21:05:20 2017	1500836720	3	17	20	16
Sun Jul 23 21:05:20 2017	1500836720	3	17	20	16
Sun Jul 23 21:05:20 2017	1500836720	2	19	21	18
Sun Jul 23 21:05:20 2017	1500836720	3	17	21	17
Sun Jul 23 21:05:20 2017	1500836720	2	19	21	16
Sun Jul 23 21:05:20 2017	1500836720	3	17	21	17
Sun Jul 23 21:05:20 2017	1500836720	2	19	21	18
Sun Jul 23 21:05:20 2017	1500836720	2	19	21	18
Sun Jul 23 21:05:20 2017	1500836720	1	20	21	17
Sun Jul 23 21:05:20 2017	1500836720	1	20	22	20
Sun Jul 23 21:05:20 2017	1500836720	2	21	24	19
Sun Jul 23 21:05:20 2017	1500836720	2	23	24	19
