starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 23 21:00:04 2017	1500836404	7	6	13	6
Sun Jul 23 21:00:04 2017	1500836404	7	6	13	6
Sun Jul 23 21:00:05 2017	1500836405	6	7	13	7
Sun Jul 23 21:00:05 2017	1500836405	4	9	13	9
Sun Jul 23 21:00:05 2017	1500836405	4	9	13	9
Sun Jul 23 21:00:05 2017	1500836405	6	7	13	7
Sun Jul 23 21:00:05 2017	1500836405	1	12	13	9
Sun Jul 23 21:00:05 2017	1500836405	5	8	13	8
Sun Jul 23 21:00:05 2017	1500836405	4	9	13	9
Sun Jul 23 21:00:05 2017	1500836405	3	10	13	10
Sun Jul 23 21:00:05 2017	1500836405	7	7	13	7
Sun Jul 23 21:00:05 2017	1500836405	7	7	13	7
Sun Jul 23 21:00:05 2017	1500836405	6	7	13	7
Sun Jul 23 21:00:05 2017	1500836405	6	7	13	7
Sun Jul 23 21:00:04 2017	1500836404	7	6	13	6
Sun Jul 23 21:00:05 2017	1500836405	6	7	13	7
Sun Jul 23 21:00:05 2017	1500836405	1	12	13	9
Sun Jul 23 21:00:05 2017	1500836405	4	10	13	9
Sun Jul 23 21:00:05 2017	1500836405	5	8	14	8
Sun Jul 23 21:00:05 2017	1500836405	1	12	14	10
Sun Jul 23 21:00:05 2017	1500836405	7	7	14	7
Sun Jul 23 21:00:04 2017	1500836404	7	6	14	6
Sun Jul 23 21:00:04 2017	1500836404	7	7	14	6
Sun Jul 23 21:00:04 2017	1500836404	7	6	14	6
Sun Jul 23 21:00:05 2017	1500836405	3	11	14	11
Sun Jul 23 21:00:05 2017	1500836405	6	8	14	8
Sun Jul 23 21:00:05 2017	1500836405	1	13	14	10
Sun Jul 23 21:00:05 2017	1500836405	3	10	14	10
Sun Jul 23 21:00:05 2017	1500836405	5	9	14	9
Sun Jul 23 21:00:04 2017	1500836404	7	7	14	7
Sun Jul 23 21:00:05 2017	1500836405	6	8	14	8
Sun Jul 23 21:00:05 2017	1500836405	3	11	14	11
Sun Jul 23 21:00:04 2017	1500836404	7	7	14	7
Sun Jul 23 21:00:04 2017	1500836404	7	7	14	7
Sun Jul 23 21:00:05 2017	1500836405	4	10	14	10
Sun Jul 23 21:00:05 2017	1500836405	5	9	14	9
Sun Jul 23 21:00:05 2017	1500836405	5	9	14	9
Sun Jul 23 21:00:04 2017	1500836404	7	7	14	7
Sun Jul 23 21:00:05 2017	1500836405	4	10	14	9
Sun Jul 23 21:00:05 2017	1500836405	5	9	14	9
Sun Jul 23 21:00:05 2017	1500836405	6	8	14	8
Sun Jul 23 21:00:05 2017	1500836405	5	9	14	9
Sun Jul 23 21:00:05 2017	1500836405	4	10	14	10
Sun Jul 23 21:00:04 2017	1500836404	7	7	14	7
Sun Jul 23 21:00:05 2017	1500836405	4	10	14	9
Sun Jul 23 21:00:05 2017	1500836405	4	10	14	10
Sun Jul 23 21:00:05 2017	1500836405	4	11	14	11
Sun Jul 23 21:00:05 2017	1500836405	4	10	14	10
Sun Jul 23 21:00:05 2017	1500836405	6	9	14	8
Sun Jul 23 21:00:04 2017	1500836404	7	7	14	7
Sun Jul 23 21:00:05 2017	1500836405	4	11	14	11
Sun Jul 23 21:00:05 2017	1500836405	1	13	14	10
Sun Jul 23 21:00:05 2017	1500836405	6	9	14	9
Sun Jul 23 21:00:05 2017	1500836405	6	9	14	9
Sun Jul 23 21:00:05 2017	1500836405	1	13	15	10
Sun Jul 23 21:00:04 2017	1500836404	7	7	15	7
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	7
Sun Jul 23 21:00:05 2017	1500836405	3	12	15	12
Sun Jul 23 21:00:05 2017	1500836405	5	10	15	10
Sun Jul 23 21:00:05 2017	1500836405	2	13	15	13
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	8
Sun Jul 23 21:00:05 2017	1500836405	1	14	15	11
Sun Jul 23 21:00:05 2017	1500836405	3	12	15	12
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	8
Sun Jul 23 21:00:05 2017	1500836405	1	14	15	11
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	8
Sun Jul 23 21:00:05 2017	1500836405	5	10	15	10
Sun Jul 23 21:00:05 2017	1500836405	5	9	15	9
Sun Jul 23 21:00:05 2017	1500836405	5	10	15	10
Sun Jul 23 21:00:05 2017	1500836405	8	6	15	6
Sun Jul 23 21:00:05 2017	1500836405	5	10	15	10
Sun Jul 23 21:00:05 2017	1500836405	4	11	15	11
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	8
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	8
Sun Jul 23 21:00:05 2017	1500836405	5	10	15	10
Sun Jul 23 21:00:05 2017	1500836405	4	11	15	11
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:05 2017	1500836405	4	11	15	11
Sun Jul 23 21:00:05 2017	1500836405	4	11	15	11
Sun Jul 23 21:00:05 2017	1500836405	4	11	15	11
Sun Jul 23 21:00:05 2017	1500836405	2	13	15	13
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:05 2017	1500836405	6	9	15	9
Sun Jul 23 21:00:05 2017	1500836405	5	10	15	10
Sun Jul 23 21:00:05 2017	1500836405	6	10	15	10
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	8
Sun Jul 23 21:00:04 2017	1500836404	7	8	15	8
Sun Jul 23 21:00:05 2017	1500836405	8	8	15	8
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:04 2017	1500836404	2	13	15	13
Sun Jul 23 21:00:05 2017	1500836405	3	13	15	12
Sun Jul 23 21:00:05 2017	1500836405	3	12	15	12
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:05 2017	1500836405	7	9	15	9
Sun Jul 23 21:00:05 2017	1500836405	1	14	15	11
Sun Jul 23 21:00:04 2017	1500836404	2	14	15	14
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:04 2017	1500836404	7	9	15	9
Sun Jul 23 21:00:04 2017	1500836404	2	14	15	13
Sun Jul 23 21:00:05 2017	1500836405	7	8	15	8
Sun Jul 23 21:00:05 2017	1500836405	8	7	15	7
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	4	11	16	11
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	12
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	5	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	3	13	16	12
Sun Jul 23 21:00:05 2017	1500836405	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:04 2017	1500836404	2	14	16	14
Sun Jul 23 21:00:05 2017	1500836405	1	14	16	13
Sun Jul 23 21:00:05 2017	1500836405	3	13	16	13
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	14
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	3	13	16	13
Sun Jul 23 21:00:05 2017	1500836405	6	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	15
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	5	11	16	11
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	5	11	16	11
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	13
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	6	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	5	11	16	9
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	6	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	6	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	13
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	5	11	16	11
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	8	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	5	11	16	11
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	3	13	16	13
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	2	14	16	14
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	2	15	16	13
Sun Jul 23 21:00:04 2017	1500836404	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	9	7	16	7
Sun Jul 23 21:00:05 2017	1500836405	3	13	16	13
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	2	14	16	14
Sun Jul 23 21:00:05 2017	1500836405	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	2	15	16	14
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	15
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	2	15	16	14
Sun Jul 23 21:00:05 2017	1500836405	8	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	7	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:04 2017	1500836404	7	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	6	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	3	14	16	14
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	8	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	8	9	16	8
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	15
Sun Jul 23 21:00:05 2017	1500836405	1	15	16	13
Sun Jul 23 21:00:05 2017	1500836405	4	12	16	12
Sun Jul 23 21:00:04 2017	1500836404	7	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	6	10	16	10
Sun Jul 23 21:00:04 2017	1500836404	7	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	7	9	16	9
Sun Jul 23 21:00:05 2017	1500836405	7	10	16	10
Sun Jul 23 21:00:05 2017	1500836405	4	13	16	13
Sun Jul 23 21:00:05 2017	1500836405	8	8	16	8
Sun Jul 23 21:00:05 2017	1500836405	1	16	16	16
Sun Jul 23 21:00:05 2017	1500836405	1	15	17	12
Sun Jul 23 21:00:05 2017	1500836405	8	9	17	9
Sun Jul 23 21:00:05 2017	1500836405	8	9	17	9
Sun Jul 23 21:00:04 2017	1500836404	6	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	13
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	14
Sun Jul 23 21:00:05 2017	1500836405	6	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	8	8	17	8
Sun Jul 23 21:00:04 2017	1500836404	7	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	7	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:05 2017	1500836405	6	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	7	9	17	9
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:05 2017	1500836405	6	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	2	15	17	14
Sun Jul 23 21:00:05 2017	1500836405	7	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	6	10	17	10
Sun Jul 23 21:00:04 2017	1500836404	2	15	17	14
Sun Jul 23 21:00:05 2017	1500836405	7	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:05 2017	1500836405	6	11	17	11
Sun Jul 23 21:00:04 2017	1500836404	1	16	17	15
Sun Jul 23 21:00:05 2017	1500836405	5	12	17	12
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	14
Sun Jul 23 21:00:04 2017	1500836404	6	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	5	12	17	10
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	14
Sun Jul 23 21:00:04 2017	1500836404	6	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	15
Sun Jul 23 21:00:05 2017	1500836405	7	9	17	9
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:05 2017	1500836405	2	15	17	15
Sun Jul 23 21:00:05 2017	1500836405	2	15	17	15
Sun Jul 23 21:00:04 2017	1500836404	2	15	17	15
Sun Jul 23 21:00:05 2017	1500836405	1	15	17	15
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	16
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:05 2017	1500836405	2	15	17	13
Sun Jul 23 21:00:05 2017	1500836405	6	11	17	11
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	15
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	13
Sun Jul 23 21:00:05 2017	1500836405	8	9	17	9
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:04 2017	1500836404	6	11	17	10
Sun Jul 23 21:00:05 2017	1500836405	2	15	17	14
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	16
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	14
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	16
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	15
Sun Jul 23 21:00:04 2017	1500836404	6	11	17	11
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	14
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	14
Sun Jul 23 21:00:04 2017	1500836404	3	14	17	14
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	14
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	14
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	13
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	16
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	16
Sun Jul 23 21:00:05 2017	1500836405	7	10	17	10
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:04 2017	1500836404	7	11	17	11
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	14
Sun Jul 23 21:00:04 2017	1500836404	1	16	17	16
Sun Jul 23 21:00:04 2017	1500836404	6	11	17	11
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	13
Sun Jul 23 21:00:05 2017	1500836405	5	12	17	12
Sun Jul 23 21:00:05 2017	1500836405	4	13	17	13
Sun Jul 23 21:00:05 2017	1500836405	1	17	17	17
Sun Jul 23 21:00:04 2017	1500836404	6	11	17	11
Sun Jul 23 21:00:04 2017	1500836404	6	11	17	11
Sun Jul 23 21:00:05 2017	1500836405	1	17	17	17
Sun Jul 23 21:00:05 2017	1500836405	3	14	17	14
Sun Jul 23 21:00:04 2017	1500836404	1	17	17	17
Sun Jul 23 21:00:05 2017	1500836405	1	16	17	15
Sun Jul 23 21:00:05 2017	1500836405	4	14	17	14
Sun Jul 23 21:00:05 2017	1500836405	5	12	17	12
Sun Jul 23 21:00:04 2017	1500836404	1	16	17	16
Sun Jul 23 21:00:05 2017	1500836405	1	17	17	16
Sun Jul 23 21:00:05 2017	1500836405	3	15	18	15
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:04 2017	1500836404	1	17	18	16
Sun Jul 23 21:00:05 2017	1500836405	3	14	18	14
Sun Jul 23 21:00:04 2017	1500836404	1	16	18	16
Sun Jul 23 21:00:05 2017	1500836405	1	16	18	15
Sun Jul 23 21:00:04 2017	1500836404	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:04 2017	1500836404	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	16	18	14
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	5	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:04 2017	1500836404	6	12	18	11
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	5	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	5	12	18	12
Sun Jul 23 21:00:04 2017	1500836404	6	11	18	11
Sun Jul 23 21:00:05 2017	1500836405	3	14	18	13
Sun Jul 23 21:00:05 2017	1500836405	9	9	18	9
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	15
Sun Jul 23 21:00:05 2017	1500836405	3	15	18	15
Sun Jul 23 21:00:04 2017	1500836404	2	16	18	15
Sun Jul 23 21:00:04 2017	1500836404	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	3	15	18	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	16
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	15
Sun Jul 23 21:00:04 2017	1500836404	6	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	7	11	18	11
Sun Jul 23 21:00:04 2017	1500836404	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:04 2017	1500836404	6	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:04 2017	1500836404	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	3	15	18	15
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	16
Sun Jul 23 21:00:05 2017	1500836405	1	18	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	3	15	18	15
Sun Jul 23 21:00:04 2017	1500836404	6	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:04 2017	1500836404	6	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	15
Sun Jul 23 21:00:05 2017	1500836405	2	16	18	16
Sun Jul 23 21:00:05 2017	1500836405	3	15	18	15
Sun Jul 23 21:00:04 2017	1500836404	6	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	15
Sun Jul 23 21:00:05 2017	1500836405	8	10	18	10
Sun Jul 23 21:00:05 2017	1500836405	5	13	18	13
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	15
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	18	17
Sun Jul 23 21:00:04 2017	1500836404	6	12	18	12
Sun Jul 23 21:00:05 2017	1500836405	1	18	18	18
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	4	14	18	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	19	15
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	17
Sun Jul 23 21:00:05 2017	1500836405	5	14	19	14
Sun Jul 23 21:00:05 2017	1500836405	4	14	19	14
Sun Jul 23 21:00:04 2017	1500836404	6	13	19	12
Sun Jul 23 21:00:05 2017	1500836405	3	16	19	16
Sun Jul 23 21:00:05 2017	1500836405	3	15	19	15
Sun Jul 23 21:00:05 2017	1500836405	4	15	19	15
Sun Jul 23 21:00:05 2017	1500836405	2	17	19	14
Sun Jul 23 21:00:05 2017	1500836405	1	17	19	16
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	16
Sun Jul 23 21:00:04 2017	1500836404	6	13	19	13
Sun Jul 23 21:00:05 2017	1500836405	4	15	19	15
Sun Jul 23 21:00:04 2017	1500836404	6	13	19	13
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	14
Sun Jul 23 21:00:05 2017	1500836405	3	16	19	16
Sun Jul 23 21:00:05 2017	1500836405	4	15	19	15
Sun Jul 23 21:00:05 2017	1500836405	10	9	19	4
Sun Jul 23 21:00:05 2017	1500836405	3	16	19	16
Sun Jul 23 21:00:05 2017	1500836405	10	9	19	4
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	18
Sun Jul 23 21:00:05 2017	1500836405	4	15	19	15
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	16
Sun Jul 23 21:00:05 2017	1500836405	2	17	19	17
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	16
Sun Jul 23 21:00:04 2017	1500836404	6	13	19	13
Sun Jul 23 21:00:05 2017	1500836405	3	15	19	15
Sun Jul 23 21:00:05 2017	1500836405	10	9	19	4
Sun Jul 23 21:00:04 2017	1500836404	1	18	19	16
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	17
Sun Jul 23 21:00:05 2017	1500836405	9	9	19	5
Sun Jul 23 21:00:05 2017	1500836405	0	19	19	18
Sun Jul 23 21:00:05 2017	1500836405	5	14	19	14
Sun Jul 23 21:00:05 2017	1500836405	3	16	19	16
Sun Jul 23 21:00:05 2017	1500836405	3	16	19	16
Sun Jul 23 21:00:05 2017	1500836405	8	11	19	11
Sun Jul 23 21:00:05 2017	1500836405	9	10	19	9
Sun Jul 23 21:00:04 2017	1500836404	6	13	19	13
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	16
Sun Jul 23 21:00:04 2017	1500836404	6	13	19	13
Sun Jul 23 21:00:04 2017	1500836404	6	13	19	13
Sun Jul 23 21:00:05 2017	1500836405	1	18	19	14
Sun Jul 23 21:00:05 2017	1500836405	4	15	19	15
