starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 23 20:58:43 2017	1500836323	3	6	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	3	9	3
Sun Jul 23 20:58:43 2017	1500836323	4	4	9	3
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:43 2017	1500836323	4	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	3	9	3
Sun Jul 23 20:58:43 2017	1500836323	6	3	9	3
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:44 2017	1500836324	1	8	9	7
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	2	6	9	6
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	3	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:42 2017	1500836322	0	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	7	9	7
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	3	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	4	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	7	9	7
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:42 2017	1500836322	2	7	9	7
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:44 2017	1500836324	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	2	7	9	6
Sun Jul 23 20:58:44 2017	1500836324	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	2	6	9	6
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	3
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	7
Sun Jul 23 20:58:42 2017	1500836322	2	7	9	7
Sun Jul 23 20:58:43 2017	1500836323	4	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	7
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	7
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	7
Sun Jul 23 20:58:44 2017	1500836324	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	3	6	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:44 2017	1500836324	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	3	6	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:44 2017	1500836324	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	3
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	3
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	7
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	7
Sun Jul 23 20:58:43 2017	1500836323	6	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	3
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	4
Sun Jul 23 20:58:42 2017	1500836322	2	7	9	7
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:44 2017	1500836324	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	3
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	2	7	9	7
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	3
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	4	6	9	5
Sun Jul 23 20:58:42 2017	1500836322	5	4	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	9	9	8
Sun Jul 23 20:58:42 2017	1500836322	2	7	9	7
Sun Jul 23 20:58:43 2017	1500836323	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	2	7	9	7
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	9	9	9
Sun Jul 23 20:58:43 2017	1500836323	5	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:42 2017	1500836322	1	9	9	7
Sun Jul 23 20:58:43 2017	1500836323	4	6	9	6
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	9	9	8
Sun Jul 23 20:58:43 2017	1500836323	3	6	9	6
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	9	9	9
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	9	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	6	9	6
Sun Jul 23 20:58:43 2017	1500836323	3	6	9	5
Sun Jul 23 20:58:42 2017	1500836322	4	6	9	5
Sun Jul 23 20:58:42 2017	1500836322	2	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:44 2017	1500836324	1	9	9	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	9	8
Sun Jul 23 20:58:43 2017	1500836323	4	6	9	6
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	9	4
Sun Jul 23 20:58:42 2017	1500836322	1	9	9	9
Sun Jul 23 20:58:43 2017	1500836323	5	4	9	4
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:42 2017	1500836322	3	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	6	4	10	4
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:44 2017	1500836324	1	8	10	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	3	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:44 2017	1500836324	1	8	10	8
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:44 2017	1500836324	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	8
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	8	10	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	3	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	3	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	8
Sun Jul 23 20:58:44 2017	1500836324	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	3	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	3	6	10	6
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	8
Sun Jul 23 20:58:42 2017	1500836322	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	3	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	1	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	3	7	10	7
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	2	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	6	4	10	4
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	8
Sun Jul 23 20:58:43 2017	1500836323	3	7	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	4
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	3	7	10	7
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	0	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	4
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	2	7	10	7
Sun Jul 23 20:58:43 2017	1500836323	4	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:42 2017	1500836322	3	6	10	6
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	4	6	10	4
Sun Jul 23 20:58:42 2017	1500836322	2	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:44 2017	1500836324	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:44 2017	1500836324	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:42 2017	1500836322	2	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:42 2017	1500836322	2	8	10	8
Sun Jul 23 20:58:42 2017	1500836322	0	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	5	5	10	5
Sun Jul 23 20:58:42 2017	1500836322	2	8	10	8
Sun Jul 23 20:58:44 2017	1500836324	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	2	8	10	7
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	3	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:42 2017	1500836322	2	8	10	8
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	3	7	10	7
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	8
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	5
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	3	7	10	7
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:44 2017	1500836324	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:42 2017	1500836322	1	9	10	9
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
Sun Jul 23 20:58:43 2017	1500836323	4	6	10	6
